dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
173,83333,b2678,,NE,16738554,
173,83333,b2677,,NE,16738554,
173,83333,b2676,,NE,16738554,
173,83333,b2675,,NE,16738554,
173,83333,b2674,,NE,16738554,
173,83333,b2673,,NE,16738554,
173,83333,b2672,,NE,16738554,
173,83333,b2671,,NE,16738554,
173,83333,b2670,,NE,16738554,
173,83333,b2669,,NE,16738554,
173,83333,b2668,,NE,16738554,
173,83333,b2667,,NE,16738554,
173,83333,b2666,,NE,16738554,
173,83333,b2665,,NE,16738554,
173,83333,b2664,,NE,16738554,
173,83333,b2663,,NE,16738554,
173,83333,b2662,,NE,16738554,
173,83333,b2661,,NE,16738554,
173,83333,b2660,,NE,16738554,
173,83333,b2659,,NE,16738554,
173,83333,b2658,,NE,16738554,
173,83333,b2657,,NE,16738554,
173,83333,b2654,,NE,16738554,
173,83333,b2650,,NE,16738554,
173,83333,b2649,,NE,16738554,
173,83333,b2648,,NE,16738554,
173,83333,b2647,,NE,16738554,
173,83333,b2646,,NE,16738554,
173,83333,b2645,,NE,16738554,
173,83333,b2644,,NE,16738554,
173,83333,b2643,,NE,16738554,
173,83333,b2642,,NE,16738554,
173,83333,b2641,,NE,16738554,
173,83333,b2640,,NE,16738554,
173,83333,b2639,,NE,16738554,
173,83333,b2638,,NE,16738554,
173,83333,b2637,,NE,16738554,
173,83333,b2636,,NE,16738554,
173,83333,b2634,,NE,16738554,
173,83333,b2633,,NE,16738554,
173,83333,b2632,,NE,16738554,
173,83333,b2631,,NE,16738554,
173,83333,b2630,,NE,16738554,
173,83333,b2629,,NE,16738554,
173,83333,b2628,,NE,16738554,
173,83333,b2627,,NE,16738554,
173,83333,b2626,,NE,16738554,
173,83333,b2625,,NE,16738554,
173,83333,b2624,,NE,16738554,
173,83333,b2623,,NE,16738554,
173,83333,b2622,,NE,16738554,
173,83333,b2620,,NE,16738554,
173,83333,b2619,,NE,16738554,
173,83333,b2618,,NE,16738554,
173,83333,b2617,,NE,16738554,
173,83333,b2616,,NE,16738554,
173,83333,b2615,,E,16738554,
173,83333,b2614,,E,16738554,
173,83333,b2611,,NE,16738554,
173,83333,b2610,,E,16738554,
173,83333,b2609,,E,16738554,
173,83333,b2608,,NE,16738554,
173,83333,b2607,,E,16738554,
173,83333,b2606,,E,16738554,
173,83333,b2605,,NE,16738554,
173,83333,b2604,,NE,16738554,
173,83333,b2603,,NE,16738554,
173,83333,b2602,,NE,16738554,
173,83333,b2601,,NE,16738554,
173,83333,b2600,,NE,16738554,
173,83333,b2599,,NE,16738554,
173,83333,b2598,,NE,16738554,
173,83333,b2597,,NE,16738554,
173,83333,b2595,,E,16738554,
173,83333,b2594,,NE,16738554,
173,83333,b2593,,NE,16738554,
173,83333,b2592,,NE,16738554,
173,83333,b2587,,NE,16738554,
173,83333,b2586,,NE,16738554,
173,83333,b2585,,E,16738554,
173,83333,b2584,,NE,16738554,
173,83333,b2583,,NE,16738554,
173,83333,b2582,,NE,16738554,
173,83333,b2581,,NE,16738554,
173,83333,b2580,,NE,16738554,
173,83333,b2579,,NE,16738554,
173,83333,b2578,,NE,16738554,
173,83333,b2577,,NE,16738554,
173,83333,b2576,,NE,16738554,
173,83333,b2575,,NE,16738554,
173,83333,b2574,,NE,16738554,
173,83333,b2573,,E,16738554,
173,83333,b2572,,NE,16738554,
173,83333,b2571,,NE,16738554,
173,83333,b2570,,NE,16738554,
173,83333,b2569,,NE,16738554,
173,83333,b2568,,E,16738554,
173,83333,b2567,,E,16738554,
173,83333,b2566,,E,16738554,
173,83333,b2565,,NE,16738554,
173,83333,b2564,,NE,16738554,
173,83333,b2563,,E,16738554,
173,83333,b2562,,NE,16738554,
173,83333,b2561,,NE,16738554,
173,83333,b2560,,NE,16738554,
173,83333,b2559,,E,16738554,
173,83333,b2558,,NE,16738554,
173,83333,b2557,,NE,16738554,
173,83333,b2556,,NE,16738554,
173,83333,b2555,,NE,16738554,
173,83333,b2554,,NE,16738554,
173,83333,b2553,,NE,16738554,
173,83333,b2552,,NE,16738554,
173,83333,b2551,,NE,16738554,
173,83333,b2550,,NE,16738554,
173,83333,b2549,,NE,16738554,
173,83333,b2548,,NE,16738554,
173,83333,b2547,,NE,16738554,
173,83333,b2546,,NE,16738554,
173,83333,b2545,,NE,16738554,
173,83333,b2544,,NE,16738554,
173,83333,b2543,,NE,16738554,
173,83333,b2542,,NE,16738554,
173,83333,b2541,,NE,16738554,
173,83333,b2540,,NE,16738554,
173,83333,b2539,,NE,16738554,
173,83333,b2538,,NE,16738554,
173,83333,b2537,,NE,16738554,
173,83333,b2536,,NE,16738554,
173,83333,b2535,,NE,16738554,
173,83333,b2534,,NE,16738554,
173,83333,b2533,,E,16738554,
173,83333,b2532,,NE,16738554,
173,83333,b2531,,NE,16738554,
173,83333,b2530,,NE,16738554,
173,83333,b2529,,NE,16738554,
173,83333,b2528,,NE,16738554,
173,83333,b2527,,NE,16738554,
173,83333,b2526,,NE,16738554,
173,83333,b2525,,NE,16738554,
173,83333,b2524,,NE,16738554,
173,83333,b2523,,NE,16738554,
173,83333,b2522,,NE,16738554,
173,83333,b2521,,NE,16738554,
173,83333,b2520,,NE,16738554,
173,83333,b2519,,NE,16738554,
173,83333,b2518,,NE,16738554,
173,83333,b2517,,NE,16738554,
173,83333,b2516,,NE,16738554,
173,83333,b2515,,E,16738554,
173,83333,b2514,,E,16738554,
173,83333,b2513,,NE,16738554,
173,83333,b2512,,NE,16738554,
173,83333,b2511,,E,16738554,
173,83333,b2510,,NE,16738554,
173,83333,b2509,,NE,16738554,
173,83333,b2508,,NE,16738554,
173,83333,b2507,,NE,16738554,
173,83333,b2506,,NE,16738554,
173,83333,b2505,,NE,16738554,
173,83333,b2504,,NE,16738554,
173,83333,b2503,,NE,16738554,
173,83333,b2502,,NE,16738554,
173,83333,b2501,,NE,16738554,
173,83333,b2500,,NE,16738554,
173,83333,b2499,,NE,16738554,
173,83333,b2498,,NE,16738554,
173,83333,b2497,,NE,16738554,
173,83333,b2496,,NE,16738554,
173,83333,b2495,,NE,16738554,
173,83333,b2494,,NE,16738554,
173,83333,b2493,,NE,16738554,
173,83333,b2492,,NE,16738554,
173,83333,b2491,,NE,16738554,
173,83333,b2490,,NE,16738554,
173,83333,b2489,,NE,16738554,
173,83333,b2488,,NE,16738554,
173,83333,b2487,,NE,16738554,
173,83333,b2486,,NE,16738554,
173,83333,b2485,,NE,16738554,
173,83333,b2484,,NE,16738554,
173,83333,b2483,,NE,16738554,
173,83333,b2482,,NE,16738554,
173,83333,b2481,,NE,16738554,
173,83333,b2480,,NE,16738554,
173,83333,b2479,,NE,16738554,
173,83333,b2478,,E,16738554,
173,83333,b2477,,NE,16738554,
173,83333,b2476,,NE,16738554,
173,83333,b2475,,NE,16738554,
173,83333,b2474,,NE,16738554,
173,83333,b2473,,NE,16738554,
173,83333,b2472,,E,16738554,
173,83333,b2471,,NE,16738554,
173,83333,b2470,,NE,16738554,
173,83333,b2469,,NE,16738554,
173,83333,b2468,,NE,16738554,
173,83333,b2467,,NE,16738554,
173,83333,b2466,,NE,16738554,
173,83333,b2465,,NE,16738554,
173,83333,b2464,,NE,16738554,
173,83333,b2463,,NE,16738554,
173,83333,b2462,,NE,16738554,
173,83333,b2461,,NE,16738554,
173,83333,b2460,,NE,16738554,
173,83333,b2459,,NE,16738554,
173,83333,b2458,,NE,16738554,
173,83333,b2457,,NE,16738554,
173,83333,b2456,,NE,16738554,
173,83333,b2455,,NE,16738554,
173,83333,b2454,,NE,16738554,
173,83333,b2453,,NE,16738554,
173,83333,b2452,,NE,16738554,
173,83333,b2451,,NE,16738554,
173,83333,b2441,,NE,16738554,
173,83333,b2440,,NE,16738554,
173,83333,b2439,,NE,16738554,
173,83333,b2438,,NE,16738554,
173,83333,b2437,,NE,16738554,
173,83333,b2436,,NE,16738554,
173,83333,b2435,,NE,16738554,
173,83333,b2434,,NE,16738554,
173,83333,b2433,,NE,16738554,
173,83333,b2432,,NE,16738554,
173,83333,b2431,,NE,16738554,
173,83333,b2430,,NE,16738554,
173,83333,b2429,,NE,16738554,
173,83333,b2428,,NE,16738554,
173,83333,b2427,,NE,16738554,
173,83333,b2426,,NE,16738554,
173,83333,b2425,,NE,16738554,
173,83333,b2424,,NE,16738554,
173,83333,b2423,,NE,16738554,
173,83333,b2422,,NE,16738554,
173,83333,b2421,,NE,16738554,
173,83333,b2420,,NE,16738554,
173,83333,b2419,,NE,16738554,
173,83333,b2418,,NE,16738554,
173,83333,b2417,,NE,16738554,
173,83333,b2416,,NE,16738554,
173,83333,b2415,,NE,16738554,
173,83333,b2414,,NE,16738554,
173,83333,b2413,,NE,16738554,
173,83333,b2412,,E,16738554,
173,83333,b2411,,E,16738554,
173,83333,b2410,,NE,16738554,
173,83333,b2409,,NE,16738554,
173,83333,b2408,,NE,16738554,
173,83333,b2407,,NE,16738554,
173,83333,b2406,,NE,16738554,
173,83333,b2405,,NE,16738554,
173,83333,b2400,,E,16738554,
173,83333,b2399,,NE,16738554,
173,83333,b2398,,NE,16738554,
173,83333,b2395,,NE,16738554,
173,83333,b2393,,NE,16738554,
173,83333,b2392,,NE,16738554,
173,83333,b2390,,NE,16738554,
173,83333,b2389,,NE,16738554,
173,83333,b2388,,NE,16738554,
173,83333,b2387,,NE,16738554,
173,83333,b2386,,NE,16738554,
173,83333,b2385,,NE,16738554,
173,83333,b2384,,NE,16738554,
173,83333,b2383,,NE,16738554,
173,83333,b2382,,NE,16738554,
173,83333,b2381,,NE,16738554,
173,83333,b2380,,NE,16738554,
173,83333,b2379,,NE,16738554,
173,83333,b2378,,NE,16738554,
173,83333,b2377,,NE,16738554,
173,83333,b2376,,NE,16738554,
173,83333,b2375,,NE,16738554,
173,83333,b2374,,NE,16738554,
173,83333,b2373,,NE,16738554,
173,83333,b2372,,NE,16738554,
173,83333,b2371,,NE,16738554,
173,83333,b2370,,NE,16738554,
173,83333,b2369,,NE,16738554,
173,83333,b2368,,NE,16738554,
173,83333,b2367,,NE,16738554,
173,83333,b2366,,NE,16738554,
173,83333,b2365,,NE,16738554,
173,83333,b2364,,NE,16738554,
173,83333,b2362,,NE,16738554,
173,83333,b2361,,NE,16738554,
173,83333,b2360,,NE,16738554,
173,83333,b2359,,NE,16738554,
173,83333,b2358,,NE,16738554,
173,83333,b2357,,NE,16738554,
173,83333,b2356,,NE,16738554,
173,83333,b2355,,NE,16738554,
173,83333,b2354,,NE,16738554,
173,83333,b2353,,NE,16738554,
173,83333,b2352,,NE,16738554,
173,83333,b2351,,NE,16738554,
173,83333,b2350,,NE,16738554,
173,83333,b2349,,NE,16738554,
173,83333,b2347,,NE,16738554,
173,83333,b2346,,NE,16738554,
173,83333,b2345,,NE,16738554,
173,83333,b2344,,NE,16738554,
173,83333,b2343,,NE,16738554,
173,83333,b2342,,NE,16738554,
173,83333,b2341,,NE,16738554,
173,83333,b2340,,NE,16738554,
173,83333,b2339,,NE,16738554,
173,83333,b2338,,NE,16738554,
173,83333,b2337,,NE,16738554,
173,83333,b2336,,NE,16738554,
173,83333,b2335,,NE,16738554,
173,83333,b2334,,NE,16738554,
173,83333,b2333,,NE,16738554,
173,83333,b2332,,NE,16738554,
173,83333,b2331,,NE,16738554,
173,83333,b2330,,NE,16738554,
173,83333,b2329,,NE,16738554,
173,83333,b2328,,NE,16738554,
173,83333,b2327,,NE,16738554,
173,83333,b2326,,NE,16738554,
173,83333,b2325,,NE,16738554,
173,83333,b2324,,NE,16738554,
173,83333,b2323,,E,16738554,
173,83333,b2322,,NE,16738554,
173,83333,b2321,,NE,16738554,
173,83333,b2320,,NE,16738554,
173,83333,b2319,,NE,16738554,
173,83333,b2318,,NE,16738554,
173,83333,b2317,,NE,16738554,
173,83333,b2316,,E,16738554,
173,83333,b2315,,E,16738554,
173,83333,b2314,,NE,16738554,
173,83333,b2313,,NE,16738554,
173,83333,b2312,,NE,16738554,
173,83333,b2311,,NE,16738554,
173,83333,b2310,,NE,16738554,
173,83333,b2309,,NE,16738554,
173,83333,b2308,,NE,16738554,
173,83333,b2307,,NE,16738554,
173,83333,b2306,,NE,16738554,
173,83333,b2305,,NE,16738554,
173,83333,b2304,,NE,16738554,
173,83333,b2303,,NE,16738554,
173,83333,b2302,,NE,16738554,
173,83333,b2301,,NE,16738554,
173,83333,b2300,,NE,16738554,
173,83333,b2299,,NE,16738554,
173,83333,b2298,,NE,16738554,
173,83333,b2297,,NE,16738554,
173,83333,b2296,,NE,16738554,
173,83333,b2295,,NE,16738554,
173,83333,b2294,,NE,16738554,
173,83333,b2293,,NE,16738554,
173,83333,b2292,,NE,16738554,
173,83333,b2291,,NE,16738554,
173,83333,b2290,,NE,16738554,
173,83333,b2289,,NE,16738554,
173,83333,b2288,,NE,16738554,
173,83333,b2287,,NE,16738554,
173,83333,b2286,,NE,16738554,
173,83333,b2285,,NE,16738554,
173,83333,b2284,,NE,16738554,
173,83333,b2283,,NE,16738554,
173,83333,b2282,,NE,16738554,
173,83333,b2281,,NE,16738554,
173,83333,b2280,,NE,16738554,
173,83333,b2279,,NE,16738554,
173,83333,b2278,,NE,16738554,
173,83333,b2277,,NE,16738554,
173,83333,b2276,,NE,16738554,
173,83333,b2275,,NE,16738554,
173,83333,b2274,,NE,16738554,
173,83333,b2273,,NE,16738554,
173,83333,b2272,,NE,16738554,
173,83333,b2271,,NE,16738554,
173,83333,b2270,,NE,16738554,
173,83333,b2269,,NE,16738554,
173,83333,b2268,,NE,16738554,
173,83333,b2267,,NE,16738554,
173,83333,b2266,,NE,16738554,
173,83333,b2265,,NE,16738554,
173,83333,b2264,,NE,16738554,
173,83333,b2263,,NE,16738554,
173,83333,b2262,,NE,16738554,
173,83333,b2261,,NE,16738554,
173,83333,b2260,,NE,16738554,
173,83333,b2259,,NE,16738554,
173,83333,b2258,,NE,16738554,
173,83333,b2257,,NE,16738554,
173,83333,b2256,,NE,16738554,
173,83333,b2255,,NE,16738554,
173,83333,b2254,,NE,16738554,
173,83333,b2253,,NE,16738554,
173,83333,b2252,,NE,16738554,
173,83333,b2251,,NE,16738554,
173,83333,b2250,,NE,16738554,
173,83333,b2249,,NE,16738554,
173,83333,b2248,,NE,16738554,
173,83333,b2247,,NE,16738554,
173,83333,b2246,,NE,16738554,
173,83333,b2245,,NE,16738554,
173,83333,b2244,,NE,16738554,
173,83333,b2243,,NE,16738554,
173,83333,b2242,,NE,16738554,
173,83333,b2241,,NE,16738554,
173,83333,b2240,,NE,16738554,
173,83333,b2239,,NE,16738554,
173,83333,b2238,,NE,16738554,
173,83333,b2237,,NE,16738554,
173,83333,b2236,,NE,16738554,
173,83333,b2235,,E,16738554,
173,83333,b2234,,E,16738554,
173,83333,b2233,,NE,16738554,
173,83333,b2232,,NE,16738554,
173,83333,b2231,,E,16738554,
173,83333,b2230,,NE,16738554,
173,83333,b2229,,NE,16738554,
173,83333,b2228,,NE,16738554,
173,83333,b2227,,NE,16738554,
173,83333,b2226,,NE,16738554,
173,83333,b2225,,NE,16738554,
173,83333,b2224,,NE,16738554,
173,83333,b2223,,NE,16738554,
173,83333,b2222,,NE,16738554,
173,83333,b2221,,NE,16738554,
173,83333,b2220,,NE,16738554,
173,83333,b2219,,NE,16738554,
173,83333,b2218,,NE,16738554,
173,83333,b2217,,NE,16738554,
173,83333,b2216,,NE,16738554,
173,83333,b2215,,NE,16738554,
173,83333,b2214,,NE,16738554,
173,83333,b2213,,NE,16738554,
173,83333,b2212,,NE,16738554,
173,83333,b2211,,NE,16738554,
173,83333,b2210,,NE,16738554,
173,83333,b2209,,NE,16738554,
173,83333,b2208,,NE,16738554,
173,83333,b2207,,NE,16738554,
173,83333,b2206,,NE,16738554,
173,83333,b2205,,NE,16738554,
173,83333,b2204,,NE,16738554,
173,83333,b2203,,NE,16738554,
173,83333,b2202,,NE,16738554,
173,83333,b2201,,NE,16738554,
173,83333,b2200,,NE,16738554,
173,83333,b2199,,NE,16738554,
173,83333,b2198,,NE,16738554,
173,83333,b2197,,NE,16738554,
173,83333,b2196,,NE,16738554,
173,83333,b2195,,NE,16738554,
173,83333,b2194,,NE,16738554,
173,83333,b2193,,NE,16738554,
173,83333,b2190,,NE,16738554,
173,83333,b2188,,E,16738554,
173,83333,b2187,,NE,16738554,
173,83333,b2186,,NE,16738554,
173,83333,b2185,,NE,16738554,
173,83333,b2184,,NE,16738554,
173,83333,b2183,,NE,16738554,
173,83333,b2182,,NE,16738554,
173,83333,b2181,,NE,16738554,
173,83333,b2180,,NE,16738554,
173,83333,b2179,,NE,16738554,
173,83333,b2178,,NE,16738554,
173,83333,b2177,,NE,16738554,
173,83333,b2176,,NE,16738554,
173,83333,b2175,,NE,16738554,
173,83333,b2174,,NE,16738554,
173,83333,b2173,,NE,16738554,
173,83333,b2172,,NE,16738554,
173,83333,b2171,,NE,16738554,
173,83333,b2170,,NE,16738554,
173,83333,b2169,,NE,16738554,
173,83333,b2168,,NE,16738554,
173,83333,b2167,,NE,16738554,
173,83333,b2166,,NE,16738554,
173,83333,b2165,,NE,16738554,
173,83333,b2164,,NE,16738554,
173,83333,b2163,,NE,16738554,
173,83333,b2162,,NE,16738554,
173,83333,b2161,,NE,16738554,
173,83333,b2160,,NE,16738554,
173,83333,b2159,,NE,16738554,
173,83333,b2158,,NE,16738554,
173,83333,b2157,,NE,16738554,
173,83333,b2156,,NE,16738554,
173,83333,b2155,,NE,16738554,
173,83333,b2154,,NE,16738554,
173,83333,b2153,,E,16738554,
173,83333,b2152,,NE,16738554,
173,83333,b2151,,NE,16738554,
173,83333,b2150,,NE,16738554,
173,83333,b2149,,NE,16738554,
173,83333,b2148,,NE,16738554,
173,83333,b2147,,NE,16738554,
173,83333,b2146,,NE,16738554,
173,83333,b2145,,NE,16738554,
173,83333,b2144,,NE,16738554,
173,83333,b2143,,NE,16738554,
173,83333,b2142,,NE,16738554,
173,83333,b2141,,NE,16738554,
173,83333,b2140,,NE,16738554,
173,83333,b2139,,NE,16738554,
173,83333,b2138,,NE,16738554,
173,83333,b2137,,NE,16738554,
173,83333,b2136,,NE,16738554,
173,83333,b2135,,NE,16738554,
173,83333,b2134,,NE,16738554,
173,83333,b2133,,NE,16738554,
173,83333,b2132,,NE,16738554,
173,83333,b2131,,NE,16738554,
173,83333,b2130,,NE,16738554,
173,83333,b2129,,NE,16738554,
173,83333,b2128,,NE,16738554,
173,83333,b2127,,NE,16738554,
173,83333,b2126,,NE,16738554,
173,83333,b2125,,NE,16738554,
173,83333,b2124,,NE,16738554,
173,83333,b2123,,NE,16738554,
173,83333,b2122,,NE,16738554,
173,83333,b2121,,NE,16738554,
173,83333,b2120,,NE,16738554,
173,83333,b2119,,NE,16738554,
173,83333,b2118,,NE,16738554,
173,83333,b2117,,NE,16738554,
173,83333,b2116,,NE,16738554,
173,83333,b2115,,NE,16738554,
173,83333,b2114,,E,16738554,
173,83333,b2113,,NE,16738554,
173,83333,b2112,,NE,16738554,
173,83333,b2111,,NE,16738554,
173,83333,b2110,,NE,16738554,
173,83333,b2109,,NE,16738554,
173,83333,b2108,,NE,16738554,
173,83333,b2107,,NE,16738554,
173,83333,b2106,,NE,16738554,
173,83333,b2105,,NE,16738554,
173,83333,b2104,,NE,16738554,
173,83333,b2103,,NE,16738554,
173,83333,b2102,,NE,16738554,
173,83333,b2101,,NE,16738554,
173,83333,b2100,,NE,16738554,
173,83333,b2099,,NE,16738554,
173,83333,b2098,,NE,16738554,
173,83333,b2097,,NE,16738554,
173,83333,b2096,,NE,16738554,
173,83333,b2095,,NE,16738554,
173,83333,b2094,,NE,16738554,
173,83333,b2093,,NE,16738554,
173,83333,b2092,,NE,16738554,
173,83333,b2091,,NE,16738554,
173,83333,b2090,,NE,16738554,
173,83333,b2087,,NE,16738554,
173,83333,b2086,,NE,16738554,
173,83333,b2085,,NE,16738554,
173,83333,b2082,,NE,16738554,
173,83333,b2081,,NE,16738554,
173,83333,b2080,,NE,16738554,
173,83333,b2079,,NE,16738554,
173,83333,b2078,,NE,16738554,
173,83333,b2077,,NE,16738554,
173,83333,b2076,,NE,16738554,
173,83333,b2075,,NE,16738554,
173,83333,b2074,,NE,16738554,
173,83333,b2073,,NE,16738554,
173,83333,b2072,,NE,16738554,
173,83333,b2071,,NE,16738554,
173,83333,b2070,,NE,16738554,
173,83333,b2069,,NE,16738554,
173,83333,b2068,,NE,16738554,
173,83333,b2067,,NE,16738554,
173,83333,b2066,,NE,16738554,
173,83333,b2065,,NE,16738554,
173,83333,b2064,,NE,16738554,
173,83333,b2063,,NE,16738554,
173,83333,b2062,,NE,16738554,
173,83333,b2061,,NE,16738554,
173,83333,b2060,,NE,16738554,
173,83333,b2059,,NE,16738554,
173,83333,b2058,,NE,16738554,
173,83333,b2057,,NE,16738554,
173,83333,b2056,,NE,16738554,
173,83333,b2055,,NE,16738554,
173,83333,b2054,,NE,16738554,
173,83333,b2053,,NE,16738554,
173,83333,b2052,,NE,16738554,
173,83333,b2051,,NE,16738554,
173,83333,b2050,,NE,16738554,
173,83333,b2049,,NE,16738554,
173,83333,b2048,,NE,16738554,
173,83333,b2047,,NE,16738554,
173,83333,b2046,,NE,16738554,
173,83333,b2045,,NE,16738554,
173,83333,b2044,,NE,16738554,
173,83333,b2043,,NE,16738554,
173,83333,b2042,,NE,16738554,
173,83333,b2041,,NE,16738554,
173,83333,b2040,,NE,16738554,
173,83333,b2039,,NE,16738554,
173,83333,b2038,,NE,16738554,
173,83333,b2037,,NE,16738554,
173,83333,b2036,,NE,16738554,
173,83333,b2035,,NE,16738554,
173,83333,b2034,,NE,16738554,
173,83333,b2033,,NE,16738554,
173,83333,b2032,,NE,16738554,
173,83333,b2031,,NE,16738554,
173,83333,b2029,,NE,16738554,
173,83333,b2028,,NE,16738554,
173,83333,b2027,,NE,16738554,
173,83333,b2026,,NE,16738554,
173,83333,b2025,,NE,16738554,
173,83333,b2024,,NE,16738554,
173,83333,b2023,,NE,16738554,
173,83333,b2022,,NE,16738554,
173,83333,b2021,,NE,16738554,
173,83333,b2020,,NE,16738554,
173,83333,b2019,,NE,16738554,
173,83333,b2018,,NE,16738554,
173,83333,b2017,,E,16738554,
173,83333,b2016,,NE,16738554,
173,83333,b2015,,NE,16738554,
173,83333,b2014,,NE,16738554,
173,83333,b2013,,NE,16738554,
173,83333,b2012,,NE,16738554,
173,83333,b2011,,NE,16738554,
173,83333,b2010,,NE,16738554,
173,83333,b2009,,NE,16738554,
173,83333,b2008,,NE,16738554,
173,83333,b2007,,NE,16738554,
173,83333,b2006,,NE,16738554,
173,83333,b2005,,NE,16738554,
173,83333,b2004,,NE,16738554,
173,83333,b2003,,NE,16738554,
173,83333,b2002,,NE,16738554,
173,83333,b2001,,NE,16738554,
173,83333,b2000,,NE,16738554,
173,83333,b1999,,NE,16738554,
173,83333,b1998,,NE,16738554,
173,83333,b1995,,NE,16738554,
173,83333,b1993,,NE,16738554,
173,83333,b1992,,NE,16738554,
173,83333,b1991,,NE,16738554,
173,83333,b1990,,NE,16738554,
173,83333,b1988,,NE,16738554,
173,83333,b1987,,NE,16738554,
173,83333,b1985,,NE,16738554,
173,83333,b1983,,NE,16738554,
173,83333,b1982,,NE,16738554,
173,83333,b1981,,NE,16738554,
173,83333,b1980,,NE,16738554,
173,83333,b1979,,NE,16738554,
173,83333,b1978,,NE,16738554,
173,83333,b1976,,NE,16738554,
173,83333,b1974,,NE,16738554,
173,83333,b1973,,NE,16738554,
173,83333,b1972,,NE,16738554,
173,83333,b1971,,NE,16738554,
173,83333,b1970,,NE,16738554,
173,83333,b1969,,NE,16738554,
173,83333,b1968,,NE,16738554,
173,83333,b1967,,NE,16738554,
173,83333,b1966,,NE,16738554,
173,83333,b1965,,NE,16738554,
173,83333,b1964,,NE,16738554,
173,83333,b1963,,NE,16738554,
173,83333,b1962,,NE,16738554,
173,83333,b1961,,NE,16738554,
173,83333,b1960,,NE,16738554,
173,83333,b1959,,NE,16738554,
173,83333,b1958,,NE,16738554,
173,83333,b1957,,NE,16738554,
173,83333,b1956,,NE,16738554,
173,83333,b1955,,NE,16738554,
173,83333,b1953,,NE,16738554,
173,83333,b1952,,NE,16738554,
173,83333,b1951,,NE,16738554,
173,83333,b1950,,NE,16738554,
173,83333,b1949,,NE,16738554,
173,83333,b1948,,NE,16738554,
173,83333,b1947,,NE,16738554,
173,83333,b1946,,NE,16738554,
173,83333,b1945,,NE,16738554,
173,83333,b1944,,NE,16738554,
173,83333,b1943,,NE,16738554,
173,83333,b1942,,NE,16738554,
173,83333,b1941,,NE,16738554,
173,83333,b1940,,NE,16738554,
173,83333,b1939,,NE,16738554,
173,83333,b1938,,NE,16738554,
173,83333,b1937,,NE,16738554,
173,83333,b1936,,NE,16738554,
173,83333,b1935,,NE,16738554,
173,83333,b1934,,NE,16738554,
173,83333,b1933,,NE,16738554,
173,83333,b1932,,NE,16738554,
173,83333,b1931,,NE,16738554,
173,83333,b1930,,NE,16738554,
173,83333,b1929,,NE,16738554,
173,83333,b1928,,NE,16738554,
173,83333,b1927,,NE,16738554,
173,83333,b1926,,NE,16738554,
173,83333,b1925,,NE,16738554,
173,83333,b1924,,NE,16738554,
173,83333,b1923,,NE,16738554,
173,83333,b1922,,NE,16738554,
173,83333,b1921,,NE,16738554,
173,83333,b1920,,NE,16738554,
173,83333,b1919,,NE,16738554,
173,83333,b1918,,NE,16738554,
173,83333,b1917,,NE,16738554,
173,83333,b1916,,NE,16738554,
173,83333,b1915,,NE,16738554,
173,83333,b1914,,NE,16738554,
173,83333,b1913,,NE,16738554,
173,83333,b1912,,E,16738554,
173,83333,b1908,,NE,16738554,
173,83333,b1907,,NE,16738554,
173,83333,b1906,,NE,16738554,
173,83333,b1905,,NE,16738554,
173,83333,b1904,,NE,16738554,
173,83333,b1902,,NE,16738554,
173,83333,b1901,,NE,16738554,
173,83333,b1900,,NE,16738554,
173,83333,b1897,,NE,16738554,
173,83333,b1896,,NE,16738554,
173,83333,b1895,,NE,16738554,
173,83333,b1892,,NE,16738554,
173,83333,b1891,,NE,16738554,
173,83333,b1890,,NE,16738554,
173,83333,b1889,,NE,16738554,
173,83333,b1888,,NE,16738554,
173,83333,b1887,,NE,16738554,
173,83333,b1886,,NE,16738554,
173,83333,b1885,,NE,16738554,
173,83333,b1884,,NE,16738554,
173,83333,b1883,,NE,16738554,
173,83333,b1882,,NE,16738554,
173,83333,b1881,,NE,16738554,
173,83333,b1880,,NE,16738554,
173,83333,b1879,,NE,16738554,
173,83333,b1878,,NE,16738554,
173,83333,b1877,,NE,16738554,
173,83333,b1876,,E,16738554,
173,83333,b1875,,NE,16738554,
173,83333,b1874,,NE,16738554,
173,83333,b1873,,NE,16738554,
173,83333,b1872,,NE,16738554,
173,83333,b1871,,NE,16738554,
173,83333,b1870,,NE,16738554,
173,83333,b1869,,NE,16738554,
173,83333,b1868,,NE,16738554,
173,83333,b1867,,NE,16738554,
173,83333,b1866,,E,16738554,
173,83333,b1865,,NE,16738554,
173,83333,b1864,,NE,16738554,
173,83333,b1863,,NE,16738554,
173,83333,b1862,,NE,16738554,
173,83333,b1861,,NE,16738554,
173,83333,b1860,,NE,16738554,
173,83333,b1859,,NE,16738554,
173,83333,b1858,,NE,16738554,
173,83333,b1857,,NE,16738554,
173,83333,b1856,,NE,16738554,
173,83333,b1855,,NE,16738554,
173,83333,b1854,,NE,16738554,
173,83333,b1853,,NE,16738554,
173,83333,b1852,,NE,16738554,
173,83333,b1851,,NE,16738554,
173,83333,b1850,,NE,16738554,
173,83333,b1849,,NE,16738554,
173,83333,b1848,,NE,16738554,
173,83333,b1847,,NE,16738554,
173,83333,b1846,,NE,16738554,
173,83333,b1845,,NE,16738554,
173,83333,b1844,,NE,16738554,
173,83333,b1843,,NE,16738554,
